"","Event_ID","Incid_Type","Asmnt_Type","BurnBndAc","BurnBndLat","BurnBndLon","Ig_Date","Comment","IG_DATE","IG_YEAR","IG_MONTH","IG_DAY","closestStnDist_TMIN","closestStnID_TMIN","closestStnLong_TMIN","closestStnLat_TMIN"
"15080","TX3005210367620090423","Wildfire","Initial",10650,30.052,-103.676,"2009-04-23","",2009-04-23,2009,4,23,36.1448734576486,"USC00410174",-103.66,30.3764
"15081","TX3007309721120090228","Wildfire","Initial",1278,30.073,-97.21,"2009-02-28","",2009-02-28,2009,2,28,8.35169350590505,"USC00418415",-97.1644,30.0092
"15082","TX3014210109320090721","Wildfire","Initial",1554,30.142,-101.093,"2009-07-21","",2009-07-21,2009,7,21,17.3031849951518,"USC00414348",-101.1772,30.0047
"15083","TX3015810427520090423","Wildfire","Initial",3815,30.158,-104.275,"2009-04-23","",2009-04-23,2009,4,23,26.0043935713018,"USC00415596",-104.0722,30.3125
"15084","TX3037610410120090608","Wildfire","Initial",2375,30.376,-104.101,"2009-06-08","",2009-06-08,2009,6,8,7.5909860330284,"USC00415596",-104.0722,30.3125
"15085","TX3039810464620090513","Wildfire","Initial",2202,30.398,-104.646,"2009-05-13","",2009-05-13,2009,5,13,25.2347826166772,"USC00419270",-104.4997,30.5864
"15086","TX3040210461220090423","Wildfire","Initial",3856,30.402,-104.612,"2009-04-23","",2009-04-23,2009,4,23,23.1820669000368,"USC00419270",-104.4997,30.5864
"15087","TX3044510097620090829","Wildfire","Initial",2545,30.445,-100.976,"2009-08-29","",2009-08-29,2009,8,29,6.17184661240586,"USC00416733",-101.0367,30.4267
"15088","TX3060509465520090423","Prescribed Fire","Initial",1265,30.605,-94.655,"2009-04-23","",2009-04-23,2009,4,23,21.5421520712878,"USC00419754",-94.4456,30.5347
"15089","TX3067910362620090514","Wildfire","Initial",8661,30.679,-103.626,"2009-05-14","",2009-05-14,2009,5,14,26.5020395054463,"USC00413262",-103.8869,30.5997
"15090","TX3079510381420090423","Wildfire","Initial",5506,30.795,-103.814,"2009-04-23","",2009-04-23,2009,4,23,22.2283957873441,"USC00410498",-103.7403,30.9844
"15091","TX3079610364720090411","Wildfire","Initial",2272,30.796,-103.647,"2009-04-11","",2009-04-11,2009,4,11,22.787934793187,"USC00410498",-103.7403,30.9844
"15092","TX3097410403920090423","Wildfire","Initial",8308,30.974,-104.039,"2009-04-23","",2009-04-23,2009,4,23,8.28219842325112,"USC00414770",-104.1108,31.0158
"15093","TX3122409900520090821","Prescribed Fire","Initial (SS)",1089,31.224,-99.005,"2009-08-21","",2009-08-21,2009,8,21,24.3598599657499,"USC00417994",-98.7589,31.2842
"15094","TX3124109763920090409","Wildfire","Initial",1445,31.241,-97.639,"2009-04-09","",2009-04-09,2009,4,9,14.08871117465,"USW00003933",-97.7167,31.1333
"15095","TX3129409771620090727","Wildfire","Initial",2376,31.294,-97.716,"2009-07-27","",2009-07-27,2009,7,27,13.4697415181865,"USC00413485",-97.7019,31.4144
"15096","TX3136110124720090210","Wildfire","Initial",2027,31.361,-101.247,"2009-02-10","",2009-02-10,2009,2,10,19.5030182551814,"USC00411974",-101.2842,31.5333
"15097","TX3161410312420090411","Wildfire","Initial (SS)",4056,31.614,-103.124,"2009-04-11","",2009-04-11,2009,4,11,19.8905928832799,"USW00023040",-103.2017,31.78
"15098","TX3172309827020090409","Wildfire","Initial",1223,31.723,-98.27,"2009-04-09","",2009-04-09,2009,4,9,14.7615168799135,"USC00413884",-98.115,31.7089
"15099","TX3183609967920090218","Wildfire","Initial",1231,31.836,-99.679,"2009-02-18","",2009-02-18,2009,2,18,11.2477272948724,"USC00414278",-99.5606,31.8456
"15100","TX3190609918720090409","Wildfire","Initial",1118,31.906,-99.187,"2009-04-09","",2009-04-09,2009,4,9,24.7355554270127,"USC00411875",-99.4319,31.8278
"15101","TX3199010581420090423","Wildfire","Initial",2178,31.99,-105.814,"2009-04-23","",2009-04-23,2009,4,23,50.6228500937631,"USC00296435",-106.0925,32.3789
"15102","TX3229810003520090224","Wildfire","Extended",2518,32.298,-100.035,"2009-02-24","",2009-02-24,2009,2,24,8.55245296671343,"USC00415852",-100.1222,32.3197
"15103","TX3249209891620090407","Wildfire","Initial",16589,32.492,-98.916,"2009-04-07","",2009-04-07,2009,4,7,13.8936858604304,"USC00412715",-98.8175,32.3989
"15104","TX3264409942320090827","Wildfire","Initial (SS)",1450,32.644,-99.423,"2009-08-27","",2009-08-27,2009,8,27,13.2714402619977,"USC00410120",-99.3011,32.7047
"15105","TX3265309971420090122","Wildfire","Initial",2106,32.653,-99.714,"2009-01-22","",2009-01-22,2009,1,22,20.7837606178319,"USC00410268",-99.89,32.7667
"15106","TX3284209940320090226","Wildfire","Initial",1248,32.842,-99.403,"2009-02-26","",2009-02-26,2009,2,26,18.0159882550943,"USC00410120",-99.3011,32.7047
"15107","TX3285209914220090409","Wildfire","Initial",11356,32.852,-99.142,"2009-04-09","",2009-04-09,2009,4,9,11.9530456651669,"USC00413265",-99.2342,32.9264
"15108","TX3295409909120090409","Wildfire","Initial (SS)",4207,32.954,-99.091,"2009-04-09","",2009-04-09,2009,4,9,13.7265454453651,"USC00413265",-99.2342,32.9264
"15109","TX3296309924720090122","Prescribed Fire","Initial (SS)",1853,32.963,-99.247,"2009-01-22","",2009-01-22,2009,1,22,4.24614609857105,"USC00413265",-99.2342,32.9264
"15110","TX3306109949520090716","Wildfire","Initial",2020,33.061,-99.495,"2009-07-16","",2009-07-16,2009,7,16,25.4885363094109,"USC00413992",-99.7389,33.1644
"15111","TX3306409799220090403","Wildfire","Initial (SS)",2082,33.064,-97.992,"2009-04-03","",2009-04-03,2009,4,3,22.8737146746334,"USC00414517",-98.1689,33.2064
"15112","TX3309409835720090409","Wildfire","Initial",22099,33.089,-98.367,"2009-04-09","",2009-04-09,2009,4,9,18.9634402203531,"USC00413668",-98.5669,33.1203
"15113","TX3309909827520090124","Wildfire","Initial",1541,33.099,-98.275,"2009-01-24","",2009-01-24,2009,1,24,15.5151287399128,"USC00414517",-98.1689,33.2064
"15114","TX3310609852220090409","Wildfire","Initial",2540,33.106,-98.522,"2009-04-09","",2009-04-09,2009,4,9,4.47893429349686,"USC00413668",-98.5669,33.1203
"15115","TX3310709927020090330","Wildfire","Initial",1807,33.107,-99.27,"2009-03-30","",2009-03-30,2009,3,30,20.3801533729867,"USC00413265",-99.2342,32.9264
"15116","TX3319510199120090602","Wildfire","Initial",1424,33.195,-101.991,"2009-06-02","",2009-06-02,2009,6,2,18.1627552888269,"USC00418818",-101.7981,33.1714
"15117","TX3339609822720090409","Wildfire","Initial",15433,33.393,-98.21,"2009-04-09","",2009-04-09,2009,4,9,21.1212985989535,"USC00414517",-98.1689,33.2064
"15118","TX3342709826420090223","Wildfire","Initial (SS)",2054,33.427,-98.264,"2009-02-23","",2009-02-23,2009,2,23,26.1019804102206,"USC00414517",-98.1689,33.2064
"15119","TX3343209801420090410","Wildfire","Initial",1117,33.432,-98.014,"2009-04-10","",2009-04-10,2009,4,10,20.3855375663596,"USC00410984",-97.8472,33.5511
"15120","TX3346709863620090401","Wildfire","Initial (SS)",4018,33.467,-98.636,"2009-04-01","",2009-04-01,2009,4,1,14.7819951315529,"USC00410313",-98.6544,33.5989
"15121","TX3359809854620090409","Wildfire","Initial (SS)",4431,33.598,-98.546,"2009-04-09","",2009-04-09,2009,4,9,10.0515800442145,"USC00410313",-98.6544,33.5989
"15122","TX3361909757320090409","Wildfire","Initial",6505,33.619,-97.573,"2009-04-09","",2009-04-09,2009,4,9,26.5279775990021,"USC00410984",-97.8472,33.5511
"15123","TX3366309789320090421","Wildfire","Initial (SS)",25907,33.663,-97.893,"2009-04-21","",2009-04-21,2009,4,21,13.160515864676,"USC00410984",-97.8472,33.5511
"15124","TX3370509847020090409","Wildfire","Initial (SS)",20991,33.705,-98.47,"2009-04-09","",2009-04-09,2009,4,9,20.7720316929299,"USC00410313",-98.6544,33.5989
"15125","TX3374109762320090409","Wildfire","Initial",1875,33.741,-97.623,"2009-04-09","",2009-04-09,2009,4,9,13.3919957339569,"USC00410926",-97.7336,33.8186
"15126","TX3375810245320090305","Wildfire","Initial",2614,33.758,-102.453,"2009-03-05","",2009-03-05,2009,3,5,21.7835748475543,"USC00415265",-102.2592,33.8692
"15127","TX3400210276720090512","Wildfire","Initial (SS)",1196,34.002,-102.767,"2009-05-12","",2009-05-12,2009,5,12,5.18225910912749,"USW00003054",-102.7739,33.9558
"15128","TX3403909894920090409","Wildfire","Initial",1262,34.039,-98.949,"2009-04-09","",2009-04-09,2009,4,9,29.1897294519141,"USC00343707",-98.7444,34.2392
"15129","TX3404010136520090122","Wildfire","Initial (SS)",1354,34.04,-101.365,"2009-01-22","",2009-01-22,2009,1,22,6.76175890908275,"USC00413214",-101.3339,33.985
"15130","TX3416010283620091107","Wildfire","Initial",1686,34.16,-102.836,"2009-11-07","",2009-11-07,2009,11,7,11.5643162067954,"USC00416135",-102.7328,34.2192
"15131","TX3466310020620090806","Wildfire","Initial",1887,34.663,-100.206,"2009-08-06","",2009-08-06,2009,8,6,19.9523542797148,"USC00419565",-100.2103,34.8422
"15132","TX3541710194620090201","Prescribed Fire","Initial",1794,35.417,-101.946,"2009-02-01","",2009-02-01,2009,2,1,28.3688535641157,"USC00411267",-102.0797,35.1867
"15133","TX3543110038220090404","Wildfire","Initial",18922,35.405,-100.343,"2009-04-04","",2009-04-04,2009,4,4,22.765448275078,"USC00418236",-100.2503,35.215
"15134","TX3559510105720090130","Wildfire","Initial",8621,35.595,-101.057,"2009-01-30","",2009-01-30,2009,1,30,8.80045960202922,"USC00416776",-100.9736,35.5544
"15135","TX3570310157320090211","Prescribed Fire","Initial",3186,35.703,-101.573,"2009-02-11","",2009-02-11,2009,2,11,2.1597430703389,"USC00418040",-101.5492,35.7047
"15136","TX3576610129320090305","Wildfire","Initial",1497,35.766,-101.293,"2009-03-05","",2009-03-05,2009,3,5,12.1419936880239,"USW00003024",-101.395,35.695
"15137","TX3599510302620090714","Wildfire","Initial (SS)",1564,35.995,-103.026,"2009-07-14","",2009-07-14,2009,7,14,19.4496456190078,"USC00290377",-103.1819,35.8742
"15138","UT3734911299720090707","Wildfire","Extended",1858,37.349,-112.997,"2009-07-07","",2009-07-07,2009,7,7,15.6237084376467,"USC00429717",-112.9814,37.2092
"15139","UT3746611335820090725","Wildfire","Extended",12708,37.466,-113.358,"2009-07-25","",2009-07-25,2009,7,25,6.04072243536991,"USC00426181",-113.2897,37.4636
"15140","UT3757211224320090614","Wildfire","Extended",4495,37.578,-112.241,"2009-06-14","Blubber fire has been removed from this MTBS Fire Perimeter.  Blubber has been mapped separately.  Fire perimeter was further adjusted in order to get rid of unburned areas.",2009-06-14,2009,6,14,6.94534441197206,"USS0012M26S",-112.27,37.52
"15141","UT3778711264620090705","Wildfire","Extended",2563,37.787,-112.646,"2009-07-05","",2009-07-05,2009,7,5,16.3821987031182,"USS0012M13S",-112.74,37.66
"15142","UT3779310991220090729","Wildfire","Extended",1523,37.793,-109.912,"2009-07-29","",2009-07-29,2009,7,29,21.2297263645613,"USC00426053",-109.9772,37.6094
"15143","UT3810811358720090802","Wildfire","Extended",5441,38.108,-113.587,"2009-08-02","",2009-08-02,2009,8,2,49.3493523320974,"USC00421162",-113.5422,37.6661
"15144","UT3852911147320090730","Wildfire","Extended",1940,38.529,-111.473,"2009-07-30","",2009-07-30,2009,7,30,20.1149749617939,"USS0011L04S",-111.6,38.68
"15145","UT3895711208020090705","Wildfire","Extended",1333,38.957,-112.08,"2009-07-05","",2009-07-05,2009,7,5,17.0371809198886,"USS0012L15S",-112.25,38.88
"15146","UT3918511210920090805","Wildfire","Extended",6256,39.179,-112.109,"2009-08-05","High severity is mostly on western side of fire, where most of the high biomass area is.",2009-08-05,2009,8,5,7.38315710474987,"USC00427714",-112.1067,39.2453
"15147","UT3951710949120090715","Wildfire","Extended",2443,39.517,-109.491,"2009-07-15","",2009-07-15,2009,7,15,23.2859968164889,"USS0009K01S",-109.53,39.31
"15148","UT3959810910920090721","Wildfire","Extended",3118,39.598,-109.109,"2009-07-21","",2009-07-21,2009,7,21,48.3456533363546,"USS0009K01S",-109.53,39.31
"15150","UT3989511149720090702","Wildfire","Extended",2331,39.895,-111.497,"2009-07-02","",2009-07-02,2009,7,2,12.0059781318851,"USS0011K52S",-111.63,39.93
"15151","UT4027011285120090806","Wildfire","Initial",9719,40.27,-112.851,"2009-08-06","",2009-08-06,2009,8,6,11.3124686084878,"USC00422257",-112.9217,40.1839
"15152","UT4060311265520090806","Wildfire","Initial",41579,40.603,-112.655,"2009-08-06","",2009-08-06,2009,8,6,12.4671086800417,"USC00423348",-112.5075,40.6019
"15153","UT4178011259620090806","Wildfire","Initial",2967,41.78,-112.596,"2009-08-06","",2009-08-06,2009,8,6,15.6031577248758,"USC00428668",-112.4264,41.7197
"15154","UT4185111228120090814","Wildfire","Initial",1701,41.851,-112.281,"2009-08-14","",2009-08-14,2009,8,14,18.3998069658744,"USC00428817",-112.1636,41.7108
"15156","WA4647311995320090820","Wildfire","Initial",49843,46.473,-119.953,"2009-08-20","",2009-08-20,2009,8,20,16.8509220525313,"USC00455688",-120.1678,46.5053
"15157","WA4649412121520090729","Wildfire","Extended",4240,46.494,-121.215,"2009-07-29","",2009-07-29,2009,7,29,7.12335439254155,"USS0021C10S",-121.17,46.55
"15158","WA4706511785020090821","Wildfire","Initial",1260,47.065,-117.85,"2009-08-21","",2009-08-21,2009,8,21,20.1247629067157,"USC00457267",-117.5878,47.0933
"15159","WA4788311811220090401","Prescribed Fire","Initial (SS)",1319,47.883,-118.112,"2009-04-01","",2009-04-01,2009,4,1,25.3732130038158,"USC00452007",-118.1614,47.6575
"15160","WA4792712041620091004","Wildfire","Extended",1352,47.927,-120.416,"2009-10-04","",2009-10-04,2009,10,4,13.4529107347888,"USS0020B24S",-120.57,47.99
"15161","WA4810311897420090916","Wildfire","Initial",2092,48.103,-118.974,"2009-09-16","",2009-09-16,2009,9,16,16.6523731307463,"USC00451767",-118.9997,47.9544
"15162","WA4834411973320090821","Wildfire","Initial",9131,48.344,-119.733,"2009-08-21","",2009-08-21,2009,8,21,20.6056470844403,"USC00456123",-119.5167,48.4608
"15163","WI4267308962920090412","Wildfire","Initial (SS)",552,42.673,-89.629,"2009-04-12","",2009-04-12,2009,4,12,8.78215271049941,"USC00475573",-89.6669,42.5992
"15166","WV3752008169820091107","Wildfire","Initial",1102,37.52,-81.698,"2009-11-07","",2009-11-07,2009,11,7,14.0471146114429,"USC00467372",-81.8244,37.5967
"15167","WV3809408181320091107","Wildfire","Initial (SS)",652,38.094,-81.813,"2009-11-07","",2009-11-07,2009,11,7,3.07514765910997,"USC00465563",-81.8464,38.1025
"15168","WY4228810410320090903","Wildfire","Initial",1125,42.288,-104.103,"2009-09-03","",2009-09-03,2009,9,3,22.70363761926,"USC00488997",-104.1564,42.4881
"15169","WY4258610919520090923","Prescribed Fire","Extended",1154,42.586,-109.195,"2009-09-23","",2009-09-23,2009,9,23,8.89439373833587,"USS0009G09S",-109.26,42.65
"15170","WY4285711044820090628","Prescribed Fire","Initial",1666,42.857,-110.448,"2009-06-28","",2009-06-28,2009,6,28,15.8455533996962,"USS0010G15S",-110.59,42.76
"15171","WY4315411094320090923","Prescribed Fire","Extended",2255,43.154,-110.943,"2009-09-23","",2009-09-23,2009,9,23,31.4074397136122,"USC00480603",-110.9069,42.8731
"15172","WY4363911028320090927","Wildfire","Extended",3305,43.639,-110.283,"2009-09-27","",2009-09-27,2009,9,27,21.7908427235065,"USS0010F09S",-110.06,43.75
"15173","WY4366111050320090923","Prescribed Fire","Extended",3209,43.661,-110.503,"2009-09-23","",2009-09-23,2009,9,23,16.823293467331,"USW00004131",-110.7119,43.6614
"15174","WY4382611069920090902","Wildfire","Extended",2963,43.826,-110.699,"2009-09-02","",2009-09-02,2009,9,2,9.47758432779494,"USC00486440",-110.5889,43.8567
"15175","WY4420810496920090804","Wildfire","Initial",1892,44.208,-104.969,"2009-08-04","",2009-08-04,2009,8,4,3.32657702431063,"USW00024088",-104.9292,44.2169
"15176","WY4424010537920090322","Wildfire","Initial",2059,44.24,-105.379,"2009-03-22","",2009-03-22,2009,3,22,6.31640522676637,"USC00483855",-105.4489,44.2667
"15177","WY4451211051820090923","Wildfire","Extended",10738,44.505,-110.507,"2009-09-23","NPS provided fire perimeter applied but perimeter was revised based on the burn scar visible in dNBR and Post images. Initially mapped for NPS, later reproduced for MTBS.",2009-09-23,2009,9,23,8.10646376155721,"USW00094173",-110.4211,44.5444
"15178","AK6042816107220100531","Prescribed Fire","Initial",5712,60.428,-161.072,"2010-05-31","",2010-05-31,2010,5,31,57.3655039090564,"USW00026615",-161.8292,60.785
"15179","AK6130014897020100529","Wildfire","Extended",1941,61.324,-148.984,"2010-05-29","",2010-05-29,2010,5,29,6.29211172853263,"USS0048M04S",-149,61.38
"15180","AK6243715853720100528","Prescribed Fire","Extended",1365,62.437,-158.537,"2010-05-28","",2010-05-28,2010,5,28,160.263270773373,"USW00026510",-155.6103,62.9575
"15181","AK6244215459120100529","Prescribed Fire","Extended",38181,62.442,-154.591,"2010-05-29","",2010-05-29,2010,5,29,76.8514270710718,"USC00505770",-155.5903,62.9583
"15182","AK6259215372820100517","Wildfire","Extended",86915,62.592,-153.728,"2010-05-17","",2010-05-17,2010,5,17,75.7755448784247,"USC00507783",-152.735,62.0911
"15183","AK6330115410320100528","Wildfire","Extended",4218,63.301,-154.103,"2010-05-28","",2010-05-28,2010,5,28,83.9917709412793,"USC00505770",-155.5903,62.9583
"15184","AK6342414352720100526","Wildfire","Extended",20203,63.424,-143.527,"2010-05-26","",2010-05-26,2010,5,26,26.4230746412165,"USC00509313",-143.0372,63.3336
"15185","AK6342915456920100527","Prescribed Fire","Extended",8972,63.429,-154.569,"2010-05-27","",2010-05-27,2010,5,27,73.3084201021335,"USC00505770",-155.5903,62.9583
"15186","AK6347415357320100708","Wildfire","Initial",8495,63.474,-153.573,"2010-07-08","",2010-07-08,2010,7,8,79.6438201310929,"USC00505881",-152.2817,63.9033
"15187","AK6364915628320100529","Wildfire","Extended",9675,63.649,-156.283,"2010-05-29","",2010-05-29,2010,5,29,84.0072964104512,"USW00026510",-155.6103,62.9575
"15188","AK6366015642520100529","Prescribed Fire","Extended",4164,63.66,-156.425,"2010-05-29","",2010-05-29,2010,5,29,88.1748136908479,"USW00026510",-155.6103,62.9575
"15189","AK6369614516520100527","Wildfire","Extended",1494,63.696,-145.165,"2010-05-27","",2010-05-27,2010,5,27,27.2807836502892,"USS0045O10S",-145.33,63.93
"15190","AK6383014589020100508","Prescribed Fire","Extended",1010,63.83,-145.89,"2010-05-08","High  thin clouds in post image but scar mostly visible",2010-05-08,2010,5,8,20.0759231001089,"USW00026415",-145.7214,63.9944
"15191","AK6384915357320100528","Prescribed Fire","Initial (SS)",1949,63.849,-153.573,"2010-05-28","",2010-05-28,2010,5,28,63.5805577217818,"USC00505881",-152.2817,63.9033
"15192","AK6391714599120100517","Prescribed Fire","Initial",2938,63.917,-145.991,"2010-05-17","",2010-05-17,2010,5,17,15.7440290367008,"USW00026415",-145.7214,63.9944
"15193","AK6394314880320100526","Wildfire","Initial (SS)",2169,63.943,-148.803,"2010-05-26","",2010-05-26,2010,5,26,12.5811611462704,"USC00503585",-148.9942,63.8675
"15194","AK6397714636220100508","Prescribed Fire","Initial (SS)",8967,63.977,-146.362,"2010-05-08","",2010-05-08,2010,5,8,30.2849200516906,"USC00509793",-145.8894,64.1539
"15195","AK6399014425720100528","Wildfire","Extended",2548,63.99,-144.257,"2010-05-28","",2010-05-28,2010,5,28,39.0186682472029,"USC00502568",-144.6042,63.6747
"15196","AK6413615285520100528","Prescribed Fire","Extended",2882,64.136,-152.855,"2010-05-28","",2010-05-28,2010,5,28,38.1129068938754,"USC00505881",-152.2817,63.9033
"15197","AK6418815265820100528","Prescribed Fire","Extended",1398,64.188,-152.658,"2010-05-28","",2010-05-28,2010,5,28,36.6131420218258,"USC00505881",-152.2817,63.9033
"15198","AK6423914483320100601","Wildfire","Extended",4930,64.239,-144.833,"2010-06-01","",2010-06-01,2010,6,1,33.2758299329259,"USC00502352",-145.105,63.9647
"15199","AK6433814575820100526","Wildfire","Extended",20520,64.338,-145.758,"2010-05-26","",2010-05-26,2010,5,26,21.456854770358,"USC00509793",-145.8894,64.1539
"15200","AK6434715059120100604","Wildfire","Extended",146447,64.347,-150.591,"2010-06-04","",2010-06-04,2010,6,4,58.5627498171796,"USC00504971",-149.4314,64.1942
"15201","AK6446115616220100624","Wildfire","Extended",9437,64.461,-156.162,"2010-06-24","",2010-06-24,2010,6,24,46.1631811976015,"USC00503212",-156.8756,64.7408
"15202","AK6449215431720100531","Wildfire","Extended",13214,64.492,-154.317,"2010-05-31","",2010-05-31,2010,5,31,56.7304523869583,"USC00508047",-155.1178,64.8694
"15203","AK6469515229420100925","Prescribed Fire","Extended",2274,64.695,-152.294,"2010-09-25","Remapped to exclude 2011 Chitanana fire",2010-09-25,2010,9,25,54.091120192153,"USW00026529",-152.1069,65.1744
"15204","AK6469614793420100610","Prescribed Fire","Extended",13174,64.696,-147.934,"2010-06-10","",2010-06-10,2010,6,10,12.3220407969803,"USW00026411",-147.8761,64.8039
"15205","AK6475415175720100526","Wildfire","Extended",35577,64.754,-151.757,"2010-05-26","",2010-05-26,2010,5,26,49.6166019627478,"USW00026529",-152.1069,65.1744
"15206","AK6479114628020100527","Prescribed Fire","Extended",8107,64.791,-146.28,"2010-05-27","Two fires from previous years have burned within the perimeter",2010-05-27,2010,5,27,7.35717454103365,"USS0046P01S",-146.21,64.85
"15207","AK6480214761620100424","Prescribed Fire","Initial (SS)",1984,64.802,-147.616,"2010-04-24","",2010-04-24,2010,4,24,7.76211836588071,"USC00500490",-147.7217,64.8553
"15208","AK6517416047720100709","Prescribed Fire","Extended",3185,65.174,-160.477,"2010-07-09","",2010-07-09,2010,7,9,124.706046407007,"USS0063P02S",-163.1,64.99
"15209","AK6518915005620100526","Wildfire","Extended",18352,65.189,-150.056,"2010-05-26","",2010-05-26,2010,5,26,34.5288442300129,"USC00505644",-150.638,64.9989
"15210","AK6527616436020100621","Wildfire","Initial (SS)",2537,65.276,-164.36,"2010-06-21","",2010-06-21,2010,6,21,67.0247333904936,"USS0063P02S",-163.1,64.99
"15211","AK6532014195420100602","Wildfire","Extended",4626,65.32,-141.954,"2010-06-02","",2010-06-02,2010,6,2,69.1390228820725,"USC00502607",-141.2036,64.7856
"15212","AK6532714129720100603","Wildfire","Extended",2336,65.327,-141.297,"2010-06-03","",2010-06-03,2010,6,3,60.4277272596208,"USC00502607",-141.2036,64.7856
"15213","AK6536214198420100602","Wildfire","Extended",1285,65.362,-141.984,"2010-06-02","",2010-06-02,2010,6,2,73.8744117407106,"USC00502607",-141.2036,64.7856
"15214","AK6536914557120100525","Prescribed Fire","Extended",2747,65.357,-145.55,"2010-05-25","",2010-05-25,2010,5,25,16.1622034507364,"USS0045Q05S",-145.41,65.49
"15215","AK6538814899120100527","Wildfire","Extended",18200,65.388,-148.991,"2010-05-27","",2010-05-27,2010,5,27,62.4449786819046,"USC00504621",-148.2711,64.9156
"15216","AK6553114230220100602","Prescribed Fire","Extended",1725,65.531,-142.302,"2010-06-02","",2010-06-02,2010,6,2,97.5879242679724,"USC00502607",-141.2036,64.7856
"15217","AK6556415661920100623","Prescribed Fire","Extended",18176,65.564,-156.619,"2010-06-23","",2010-06-23,2010,6,23,92.4208685289939,"USC00503212",-156.8756,64.7408
"15218","AK6558715504820100623","Wildfire","Extended",7049,65.587,-155.048,"2010-06-23","",2010-06-23,2010,6,23,79.949271315242,"USC00508047",-155.1178,64.8694
"15219","AK6563614114720100602","Prescribed Fire","Extended",4488,65.636,-141.147,"2010-06-02","",2010-06-02,2010,6,2,94.7030568795382,"USC00502607",-141.2036,64.7856
"15220","AK6575516253720100623","Wildfire","Initial",2537,65.755,-162.537,"2010-06-23","",2010-06-23,2010,6,23,36.4321294061747,"USW00026643",-162.7639,66.0689
"15221","AK6577414752420100527","Prescribed Fire","Extended",1700,65.774,-147.524,"2010-05-27","",2010-05-27,2010,5,27,62.2192795652103,"USS0046Q07S",-146.59,65.37
"15222","AK6583316237420100623","Wildfire","Initial",6867,65.833,-162.374,"2010-06-23","",2010-06-23,2010,6,23,31.6615145314852,"USW00026643",-162.7639,66.0689
"15223","AK6590015885920100623","Prescribed Fire","Initial (SS)",18722,65.9,-158.859,"2010-06-23","",2010-06-23,2010,6,23,158.573810243014,"USC00503212",-156.8756,64.7408
"15224","AK6592415248120100529","Prescribed Fire","Extended",10230,65.924,-152.481,"2010-05-29","",2010-05-29,2010,5,29,85.2065468820919,"USW00026529",-152.1069,65.1744
"15225","AK6597115221220100604","Wildfire","Extended (SS)",8597,65.971,-152.212,"2010-06-04","",2010-06-04,2010,6,4,88.8090756741647,"USW00026529",-152.1069,65.1744
"15226","AK6599814113120100531","Prescribed Fire","Extended",36499,65.998,-141.131,"2010-05-31","",2010-05-31,2010,5,31,135.005847302832,"USC00502607",-141.2036,64.7856
"15227","AK6606514805920100709","Wildfire","Extended",11323,66.065,-148.059,"2010-07-09","",2010-07-09,2010,7,9,102.371182022638,"USC00505880",-147.1667,65.2222
"15228","AK6609614235020100706","Wildfire","Initial",2556,66.096,-142.35,"2010-07-06","",2010-07-06,2010,7,6,124.236905914562,"USC00501987",-144.6422,65.4939
"15229","AK6613214210920100604","Wildfire","Extended",12875,66.132,-142.109,"2010-06-04","",2010-06-04,2010,6,4,135.612461412365,"USC00501987",-144.6422,65.4939
"15230","AK6626815246320100412","Wildfire","Extended",3440,66.268,-152.463,"2010-04-12","",2010-04-12,2010,4,12,83.4854051476781,"USS0051R01S",-151.53,66.92
"15231","AK6627314850720100625","Wildfire","Extended",72061,66.273,-148.507,"2010-06-25","",2010-06-25,2010,6,25,109.670568754335,"USS0050R04S",-150.67,66.75
"15232","AK6628814168420100602","Prescribed Fire","Extended",81901,66.288,-141.684,"2010-06-02","",2010-06-02,2010,6,2,160.93523612066,"USC00501987",-144.6422,65.4939
"15233","AK6636014334620100706","Wildfire","Extended",17792,66.36,-143.346,"2010-07-06","",2010-07-06,2010,7,6,87.7998781218986,"USS0045R01S",-145.25,66.57
"15234","AK6642114648920100712","Wildfire","Extended",34913,66.421,-146.489,"2010-07-12","",2010-07-12,2010,7,12,57.4526167082433,"USS0045R01S",-145.25,66.57
"15235","AK6659615750720100624","Wildfire","Extended",20911,66.596,-157.507,"2010-06-24","",2010-06-24,2010,6,24,208.537964519989,"USC00503212",-156.8756,64.7408
"15236","AK6659715486320100709","Wildfire","Extended",5409,66.597,-154.863,"2010-07-09","",2010-07-09,2010,7,9,150.740921033373,"USS0051R01S",-151.53,66.92
"15237","AK6661215787020100624","Wildfire","Extended",5971,66.612,-157.87,"2010-06-24","",2010-06-24,2010,6,24,211.260407313773,"USW00026616",-162.6333,66.8667
"15238","AK6670815182820100701","Wildfire","Extended",30671,66.708,-151.828,"2010-07-01","",2010-07-01,2010,7,1,26.9727956501926,"USS0051R01S",-151.53,66.92
"15239","AK6684815399220100610","Wildfire","Extended",1296,66.848,-153.992,"2010-06-10","",2010-06-10,2010,6,10,107.88880974266,"USS0051R01S",-151.53,66.92
"15240","AK6759514408820100528","Prescribed Fire","Extended (SS)",1412,67.595,-144.088,"2010-05-28","",2010-05-28,2010,5,28,124.721124112603,"USS0045R01S",-145.25,66.57
"15241","AK6762116250420100703","Wildfire","Initial (SS)",14394,67.621,-162.504,"2010-07-03","",2010-07-03,2010,7,3,48.5574755153337,"USW00026655",-162.9211,68.0278
