OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
21127,79279,WA4729912010620130727,COLOCKUM TARPS,2013,7,27,179025.5913,693890777,Wildfire
21128,7568,WA4730311994820100910,BAIRD SPRINGS,2010,9,10,55082.79655,66570421.09,Wildfire
21129,3281,WA4730311998620080615,BAIRD SPRINGS,2008,6,15,31982.91507,28854803.52,Wildfire
21130,2822,WA4730611946220060628,ROCKY FORD,2006,6,28,25670.2221,24828321.61,Wildfire
21131,1984,WA4730811788820060912,WILLIAMS LAKE RD,2006,9,12,25315.62577,17452356.52,Wildfire
21132,1166,WA4773311801920040802,MILL CANYON,2004,8,2,22845.67263,10423422.26,Wildfire
21133,14146,WA4774112024520120908,BYRD,2012,9,8,89259.15949,126655935.7,Wildfire
21134,2279,WA4775011968520120715,DOUGLAS COUNTY COMPLEX,2012,7,15,26082.10715,20404957.35,Wildfire
21135,1603,WA4777411806420050810,HARKER CANYON,2005,8,10,26384.33367,14352040.75,Wildfire
21136,3403,WA4778712075719940726,ROUND MTN,1994,7,26,33690.6397,30490410.8,Wildfire
21137,2819,WA4778911818220160821,HART,2016,8,21,64876.68072,25291216.88,Wildfire
21138,21775,WA4779711998820150814,CHELAN COMPLEX,2015,8,14,197905.1475,195994659.6,Wildfire
21139,1002,WA4781412020320120705,NAVARRE,2012,7,5,13644.89209,8979609.596,Wildfire
21140,123618,WA4781512037419940724,TYEE CREEK,1994,7,24,282055.7771,1108648138,Wildfire
21141,2461,WA4810111872420030718,MCGINNIS FLATS,2003,7,18,23090.20363,22317082.55,Wildfire
21142,2092,WA4810311897420090916,MILEPOST 38,2009,9,16,23936.56449,18967844.52,Wildfire
21143,1107,WA4810312002920050908,SQUAW CREEK,2005,9,8,17032.97363,10040005.52,Wildfire
21144,9044,WA4811112069920060706,TINPAN,2006,7,6,86281.79238,82040295.05,Wildfire
21145,4200,WA4811212089420160723,BUCK CREEK,2016,7,23,59852.21085,38090905.87,Wildfire
21146,1842,WA4685911954119850809,UNNAMED,1985,8,9,21613.06332,15939773.21,Unknown
21147,1902,WA4686111930220070713,HIGHWAY 26,2007,7,13,25403.48489,16453462.89,Wildfire
21148,1271,WA4686912040119900814,UNNAMED,1990,8,14,24328.15955,10996936.73,Wildfire
21149,1771,WA4731111796520150801,I-90 SPRAGUE,2015,8,1,19337.78379,15588223.53,Wildfire
21150,1867,WA4731411792419960724,SPRAGUE #2,1996,7,24,20496.17498,16431813.29,Wildfire
21151,2046,WA4731911979920150630,MONUMENT,2015,6,30,28352.43184,17994775.88,Wildfire
21152,2173,WA4781611922120070910,SIMMS CORNER,2007,9,10,23494.75823,19487743.44,Wildfire
21153,2394,WA4781812002519910901,CHELANBTTE,1991,9,1,28761.60337,21476382.9,Wildfire
21154,4490,WA4782211993920040704,BEEBE,2004,7,4,54117.89811,40280705.8,Wildfire
21155,2680,WA4782412342420160726,HAYES TWO,2016,7,26,44171.48378,24017894.4,Wildfire
21156,1717,WA4812411933019990825,TIMME RANC,1999,8,25,18417.04843,15582338.37,Wildfire
21157,1227,WA4814011936220010813,GOOSE LAKE,2001,8,13,19988.21275,11140830.7,Wildfire
21158,1276,WA4814411960220010808,DAN CANYON,2001,8,8,19670.61232,11585467.75,Wildfire
21159,10090,WA4814412059320070805,DOMKE LAKE COMPLEX,2007,8,5,105909.0811,91717318.52,Wildfire
21160,2833,WA4814811990719850806,UNNAMED,1985,8,6,28688.59665,25736474.55,Wildfire
21161,5935,WA4815411928519920625,WHITMORE,1992,6,25,32904.17187,53924948.84,Wildfire
21162,1986,WA4815711826520160802,KEWA FIRE,2016,8,2,34208.66492,18061942.89,Wildfire
21163,1985,WA4688512044220140703,I-82 MANASTASH,2014,7,3,34392.17687,17179145.52,Wildfire
21164,1370,WA4691112095020160910,ROCK CREEK,2016,9,10,18572.58249,11877977.39,Wildfire
21165,2579,WA4692811926220070713,UPPER GOOSE,2007,7,13,21403.36649,22370159.86,Wildfire
21166,7051,WA4732812014720130809,MILEPOST 10,2013,8,9,48571.76099,62070762.51,Wildfire
21167,3920,WA4733211988819960803,QUINCY,1996,8,3,57278.39199,34519393.9,Wildfire
21168,9322,WA4733311786420140719,WATERMELON HILL,2014,7,19,103329.8255,82114020.29,Wildfire
21169,5555,WA4734211940520080714,WILLOW CREEK,2008,7,14,33522.50597,48929491.44,Wildfire
21170,1156,WA4783611795220100712,LINE,2010,7,12,20861.76962,10379366.25,Wildfire
21171,1115,WA4784511784620140709,LAKE SPOKANE,2014,7,9,15862.46078,10014523.61,Wildfire
21172,1377,WA4784912078720050730,DIRTY FACE,2005,7,30,16275.75447,12368257.29,Wildfire
21173,9745,WA4785811804620160822,CAYUSE MTN,2016,8,22,133995.4128,87509945.17,Wildfire
21174,2288,WA4785911997820020805,DEER MT,2002,8,5,23428.66684,20553413.36,Wildfire
21175,5206,WA4816111916120040626,HOPKINS CANYON COMPLEX,2004,6,26,33836.21649,47313140.17,Wildfire
21176,54456,WA4816212046320010812,REX CREEK COMPLEX (REX CREEK),2001,8,12,202005.4816,494958264.1,Wildfire
21177,1378,WA4816512002120120909,OKANOGAN COMPLEX,2012,9,9,22752.92861,12554749.65,Wildfire
21178,4914,WA4817812013520120908,BUCKHORN,2012,9,8,32440.72032,44675452.69,Wildfire
21179,5442,WA4818911974719890707,VALLEY RD,1989,7,7,30876.38568,49514957.75,Wildfire
21180,1879,WA4693011925919920520,GOOSE LAKE,1992,5,20,18955.74945,16297653.86,Wildfire
21181,1813,WA4695611915920080629,SEEP LAKES,2008,6,29,32562.17952,15737193.99,Wildfire
21182,2811,WA4696111928620080727,262,2008,7,27,29884.29054,24406865.31,Wildfire
21183,2256,WA4737011866720100714,DUCK LAKE,2010,7,14,26159.16551,19895007.87,Wildfire
21184,3272,WA4739411905220070831,BLACK ROCK,2007,8,31,36416.30335,28881397.06,Wildfire
21185,1070,WA4743112111620060904,POLLALIE,2006,9,4,21069.51024,9456076.481,Wildfire
21186,1236,WA4786011772219970814,UNNAMED,1997,8,14,14764.6454,11106657.76,Wildfire
21187,2352,WA4786111989119880923,BEEBE,1988,9,23,24051.97255,21128446.87,Wildfire
21188,1412,WA4786511791520070315,MATHEW LAKE,2007,3,15,27109.18878,12682495.19,Prescribed Fire
21189,10655,WA4788011840020030704,RATTLESNAKE CANYON,2003,7,4,68466.98828,95796223.03,Wildfire
21190,7971,WA4788112022120150814,FIRST CREEK,2015,8,14,60610.05622,71830902.49,Wildfire
21191,1319,WA4788311811220090401,SHERWOOD MINE RX,2009,4,1,30622.79338,11855244.3,Prescribed Fire
21192,6702,WA4819711984220010813,UNNAMED,2001,8,13,32013.97332,60995687.92,Wildfire
21193,22628,WA4819811919920080807,COLUMBIA RIVER ROAD,2008,8,7,103738.1197,205946793.7,Wildfire
21194,11443,WA4820111938520050712,WEST OMAK LAKE,2005,7,12,80785.1556,104163216.1,Wildfire
21195,2890,WA4820811967519850623,MONSE,1985,6,23,24611.77258,26312370.67,Wildfire
21196,276091,WA4821112010220140714,CARLTON COMPLEX,2014,7,14,582275.6372,2516345462,Wildfire
21197,6129,WA4822011933219920625,BOOT MTN,1992,6,25,36529.42065,55831440.51,Wildfire
21198,4842,WA4822012015920010709,LIBBY SOUTH,2001,7,9,30358.3368,44106510.97,Wildfire
21199,1141,WA4822111904420060419,MINERAL RIDGE HFR,2006,4,19,19696.39184,10392266.08,Prescribed Fire
21200,10377,WA4822311935320070830,SOUTH OMAK LAKE,2007,8,30,56364.51171,94536801.05,Wildfire
21201,2170,WA4696411921419850825,UNNAMED,1985,8,25,26557.5547,18849525.31,Unknown
21202,1398,WA4701111997920150719,I-90,2015,7,19,19261.72712,12163881,Wildfire
21203,1534,WA4701412103420130809,MANASTASH RIDGE,2013,8,9,23388.20955,13351256.9,Wildfire
21204,3990,WA4743512020920050725,BADGER ROAD,2005,7,25,48516.70713,35266732.73,Wildfire
21205,1020,WA4743911979520140710,PALISADES FLATS,2014,7,10,30722.87182,9010581.527,Wildfire
21206,14730,WA4744011981920150711,DOUGLAS COUNTY COMPLEX,2015,7,11,104224.7627,130421091.3,Wildfire
21207,1434,WA4788612026820120908,FIRST CREEK,2012,9,8,19505.42689,12900606.25,Wildfire
21208,2088,WA4789411989420140707,ROCK HILL FIRE,2014,7,7,31858.19316,18781423.26,Wildfire
21209,4355,WA4790111996820010728,UNION VALLEY,2001,7,28,36762.03616,39190031.24,Wildfire
21210,1442,WA4822512060220130728,MOORE POINT,2013,7,28,19597.79645,13132905.63,Wildfire
21211,66330,WA4822612066620150629,WOLVERINE,2015,6,29,541353.9058,602407117.8,Wildfire
21212,1030,WA4822711941419940723,COLD SPRIN,1994,7,23,19219.46229,9389691.033,Wildfire
21213,25988,WA4823011870220140804,DEVILS ELBOW COMPLEX,2014,8,4,127016.883,237229509.5,Wildfire
21214,1896,WA4823311954819890807,CAMERON LK,1989,8,7,24659.3668,17284321.69,Wildfire
21215,2711,WA4824211927119920625,RATTLESNAK,1992,6,25,27221.83212,24714757.75,Wildfire
21216,2014,WA4825011939020110829,SALMON,2011,8,29,33621.3657,18507795.7,Wildfire
21217,35780,WA4825311961220010813,VIRGINIA L,2001,8,13,125181.7566,326356268.9,Wildfire
21218,1260,WA4706511785020090821,TEXAS LAKE,2009,8,21,18877.37511,10984650.23,Wildfire
21219,1940,WA4706811998320160529,SUNLAND,2016,5,29,25977.84499,16903894.31,Wildfire
21220,2152,WA4710812133319880726,FALLS CREEK,1988,7,26,62190.05919,18795020.16,Wildfire
21221,12508,WA4715412055020140803,SNAG CANYON,2014,8,3,103244.0937,109445007.2,Wildfire
21222,23987,WA4716512081620120813,TAYLOR BRIDGE,2012,8,13,132318.8845,209667008,Wildfire
21223,2751,WA4721811940520160802,ROAD 10,2016,8,2,36559.66057,24125311.29,Wildfire
21224,8131,WA4744512044220120908,CANYON,2012,9,8,45071.54298,71855705.23,Wildfire
21225,1124,WA4744711768820030720,UNNAMED,2003,7,20,25785.85585,9942958.982,Wildfire
21226,3177,WA4748712042120150628,SLEEPY HOLLOW,2015,6,28,38702.68076,28106360.74,Wildfire
21227,1083,WA4749212032919920520,SUNNYSLOPE,1992,5,20,15580.11978,9589874.644,Wildfire
21228,2939,WA4749511901720110725,ROAD29FIRE,2011,7,25,43717.28316,26029133.93,Wildfire
21229,1036,WA4750112329120060725,BEAR GULCH II,2006,7,25,13710.1826,9184671.295,Wildfire
21230,1385,WA4750312068220140803,HANSEL CREEK,2014,8,3,17085.88883,12259709.71,Wildfire
21231,1309,WA4825411943619980727,COLD SPRIN,1998,7,27,23662.62488,11943034.66,Wildfire
21232,7922,WA4826011967319871003,MONSE,1987,10,3,39110.729,72275631.52,Wildfire
21233,1088,WA4827511828120120411,METEOR,2012,4,11,20223.70764,9934704.494,Wildfire
21234,3584,WA4827712004919850828,MINNIE,1985,8,28,26494.8904,32719121.59,Wildfire
21235,2246,WA4828511866419880825,30 MILE2,1988,8,25,22696.78126,20510016.6,Wildfire
21236,2387,WA4722911765320080818,ROCK LAKE,2008,8,18,37868.22942,20933390.97,Wildfire
21237,2800,WA4724112005620100704,SPANISH CASTLE,2010,7,4,27153.23748,24572107.13,Wildfire
21238,65888,WA4724812058320120908,TABLE MOUNTAIN COMPLEX,2012,9,8,162876.1045,579101658.9,Wildfire
21239,2096,WA4725611824620160709,ROCKY FORD,2016,7,9,22748.28453,18419358.6,Wildfire
21240,1772,WY4370610985719880624,UNIT 40,1988,6,24,24919.76921,13724795.58,Wildfire
21241,1300,WY4370611101620100929,HILL CK RX FIRE- RAPID 2010 RX,2010,9,29,18879.59261,10073527.24,Prescribed Fire
21242,2125,WY4444011029620131001,FY13 YELL WFU INCIDENTS,2013,10,1,29107.75522,16892238.22,Prescribed Fire
21243,1381,WY4444510406019850727,BOUNDARY # 2,1985,7,27,23194.32685,10966979.8,Wildfire
21244,12731,WY4444510942720160802,WHIT,2016,8,2,72652.96932,100974383.7,Wildfire
21245,3663,WY4462410655519920814,UNNAMED,1992,8,14,53876.71101,29258150.03,Unknown
21246,2885,AK6975415903620170629,KETIK RIVER,2017,6,29,67033.56745,97109020.93,Wildfire
21247,1034,AL3106508651120170130,UNNAMED,2017,1,30,23230.45718,5726944.473,Prescribed Fire
21248,2875,AL3107008672320170117,UNNAMED,2017,1,17,41974.35811,15913160.15,Prescribed Fire
21249,1269,WY4399610883820000801,RENNER 2,2000,8,1,19233.86662,9927745.1,Wildfire
21250,2631,WY4400010514820000802,PONDEROSA,2000,8,2,34674.716,20568786.39,Wildfire
21251,1081,WY4400310735220010917,ALKALI RIM,2001,9,17,31569.5599,8459252.92,Prescribed Fire
21252,20783,WY4402111078620160725,BERRY,2016,7,25,166597.8558,162760818.4,Wildfire
21253,9624,WY4402810891419990323,ROOSTER,1999,3,23,69246.85903,75417205.91,Prescribed Fire
21254,3745,WY4462411071520060717,MAGPIE,2006,7,17,49610.10946,29921853.95,Prescribed Fire
21255,12776,WY4463410765120070813,BONE CREEK,2007,8,13,90122.78031,102119408.4,Wildfire
21256,2938,WY4463511020519940812,YELLOWSTONE COMPLEX (RAVEN),1994,8,12,39979.07587,23479121.78,Wildfire
21257,1512,WY4482011035220100917,ANTELOPE,2010,9,17,25106.04654,12164913.31,Wildfire
21258,3325,WY4484611038620100914,ANTELOPE,2010,9,14,30100.0289,26771433.56,Wildfire
21259,2643,AL3108408666820170419,UNNAMED,2017,4,19,27682.52947,14632831.35,Unknown
21260,1027,AL3111808659220170116,UNNAMED,2017,1,16,10961.31086,5693788.802,Prescribed Fire
21261,860,AL3111808659220170129,UNNAMED,2017,1,29,21027.0687,4767859.659,Prescribed Fire
21262,2693,AL3111808659220171017,UNNAMED,2017,10,17,53362.20675,14917069.62,Prescribed Fire
21263,1018,WY4404110733319960703,SAND DRAW,1996,7,3,15971.20196,7971551.935,Wildfire
21264,1483,WY4405111079420060819,HECHTMAN WFU,2006,8,19,20869.75011,11622087.8,Prescribed Fire
21265,33490,WY4406610940720060619,LITTLE VENUS,2006,6,19,255037.8706,262564605.4,Wildfire
21266,1162,WY4464510538919960820,LOGAN CR.,1996,8,20,26756.45289,9292990.572,Wildfire
21267,1903,WY4465210575220160830,PRONGHORN,2016,8,30,25110.6914,15218447.07,Wildfire
21268,1431,WY4465510549020120713,COLLINS,2012,7,13,17694.70426,11451794.6,Wildfire
21269,4752,WY4484710528420060824,LITTLE POWDER,2006,8,24,39333.27334,38260860.6,Wildfire
21270,1691,WY4484810599520020629,WATT DRAW,2002,6,29,35825.19958,13614976.92,Wildfire
21271,1757,AL3113808653620170128,UNNAMED,2017,1,28,16431.11905,9741932.534,Prescribed Fire
21272,1747,AL3113808653620170211,UNNAMED,2017,2,11,18247.31185,9682020.797,Prescribed Fire
21273,2375,AL3116908655320171213,CN BLUE SPRING EAST 04,2017,12,13,39146.5677,13170545.92,Prescribed Fire
21274,1495,WY4407410776019960818,EIGHT MILE,1996,8,18,25455.32306,11726423.38,Wildfire
21275,1694,WY4407610434920120605,SKULL CREEK COMPLEX,2012,6,5,28285.98661,13296459.77,Wildfire
21276,3188,WY4466711063920120810,CYGNET,2012,8,10,36032.33171,25522283.61,Wildfire
21277,1164,WY4485010734520150802,SHEEP CREEK,2015,8,2,20236.90962,9370995.47,Wildfire
21278,4209,WY4485310533620070812,DUCK CREEK,2007,8,12,46165.3727,33895016.08,Wildfire
21279,37630,WY4485510632220060713,BUFFALO CREEK,2006,7,13,212579.1244,303706198.7,Wildfire
21280,7399,WY4485710546920020628,HAIRY,2002,6,28,55144.05577,59590803.14,Wildfire
21281,11831,WY4485810631719910814,HORSLEY,1991,8,14,111812.8088,95291021.35,Wildfire
21282,1091,WY4486210829520130412,BIG FORK,2013,4,12,38817.01096,8789437.427,Wildfire
21283,5157,AL3319508608420170131,UNNAMED,2017,1,31,52079.35269,29895616.87,Prescribed Fire
21284,2871,AL3341008588420170214,UNNAMED,2017,2,14,31623.83078,16712589.49,Prescribed Fire
21285,3322,WY4407610682620030719,BIG SPRING,2003,7,19,38389.21876,26054379.99,Wildfire
21286,2615,WY4407610733120160722,HATCHERY,2016,7,22,27444.92537,20522512.13,Wildfire
21287,5186,WY4466811038520010815,SULPHUR,2001,8,15,45230.18232,41499591.02,Wildland Fire Use
21288,1443,WY4486810790119880729,INTERMISSION,1988,7,29,20693.25919,11623683.5,Wildfire
21289,3703,WY4487710971720160810,HUNTER PEAK,2016,8,10,36133.25271,29831476.47,Wildfire
21290,5698,WY4489910933220030716,DEEP LAKE,2003,7,16,52881.20929,45956427.07,Wildfire
21291,7539,WY4491110701420010728,THUNDER CH,2001,7,28,69080.41103,60847258.42,Wildfire
21292,2892,WY4373610726720060804,LITTLE CANYON CREEK,2006,8,4,40562.32244,22427915.06,Wildfire
21293,13758,WY4373810408120010730,ELK MOUNTAIN #2,2001,7,30,77747.02647,106692237.4,Wildfire
21294,1982,WY4374910760920070929,BLUE BANK 2,2007,9,29,43024.0865,15381237.26,Wildfire
21295,7723,WY4375410737219960825,WILLOW,1996,8,25,62865.19214,59920821.45,Wildfire
21296,1175,WY4408310714319880730,GOLD MINE,1988,7,30,20911.66759,9220957.867,Wildfire
21297,2488,WY4408710485420120717,BUTTERFIELD,2012,7,17,34144.62122,19508788.58,Wildfire
21298,4655,WY4468010427020040831,BASIN DRAW,2004,8,31,43328.83778,37275029.73,Wildfire
21299,1080,WY4468111032320120727,DEWDROP,2012,7,27,26795.85437,8647690.511,Wildfire
21300,2157,WY4491210807019970828,LITTLE MT2,1997,8,28,30601.80308,17404266.4,Prescribed Fire
21301,354075,WY4491210990219880711,CLOVER,1988,7,11,1023289.804,2840984902,Wildland Fire Use
21302,3162,WY4492611093820160805,FAWN,2016,8,5,58125.84407,25530108.27,Wildfire
21303,1603,WY4494010617520020806,CABIN CRK,2002,8,6,23738.6058,12946605.34,Wildfire
21304,53211,WY4376410782819960825,EBLACK MTN,1996,8,25,220701.0804,412667837.8,Wildfire
21305,1191,WY4378510773720060805,NOWATER CREEK,2006,8,5,18349.23213,9250670.406,Wildfire
21306,2575,WY4379410449920070707,WADE HILL,2007,7,7,32725.11624,20002676.68,Wildfire
21307,2678,WY4409911072120000815,TETON COMPLEX (GLADE),2000,8,15,22370.8183,21015046.89,Wildfire
21308,1349,WY4411310981120120725,BUTTE CREEK,2012,7,25,26697.55775,10598094.91,Wildfire
21309,1814,WY4469610550020070812,HORSE CREEK 2,2007,8,12,20952.23022,14528795.24,Wildfire
21310,2026,WY4469810555220110827,COLLINS1,2011,8,27,22978.33457,16218977.36,Wildfire
21311,2130,WY4469910645820120828,WHITMEYER CREEK,2012,8,28,19914.87096,17067002.12,Wildfire
21312,7460,WY4470410551220020628,POWNELL,2002,6,28,68198.52376,59735466.2,Wildfire
21313,6559,WY4495310930920110821,HOLEINTHEWALL,2011,8,21,47288.5016,53101404.1,Wildfire
21314,13707,WY4496811035620160813,BUFFALO,2016,8,13,99290.1302,110842821.5,Wildfire
21315,5754,WY4497710769520030809,LITTLE HORN II,2003,8,9,62421.22008,46535219.14,Wildfire
21316,2282,WY4498510595620160618,SHORT,2016,6,18,20414.01423,18459507.48,Wildfire
21317,1484,WY4379411045619970508,LOWER SPRD,1997,5,8,29741.74627,11528535.4,Prescribed Fire
21318,1516,WY4379811050520020924,WOLFF RDGE,2002,9,24,19175.86836,11782171.96,Prescribed Fire
21319,8321,WY4380010466119940816,PETERSON-ELLIOTT,1994,8,16,58115.33916,64702557.79,Wildfire
21320,26025,WY4381510955820110722,NORTONPOINT,2011,7,22,235910.8776,202343671.7,Wildfire
21321,4936,WY4412511015320010806,FALCON,2001,8,6,32344.91304,38776913.94,Wildfire
21322,1322,WY4413310626920111002,CATCREEK,2011,10,2,18734.83879,10380760.35,Wildfire
21323,10029,WY4413810951720030819,BOULDER BASIN II,2003,8,19,60150.56387,78818077.81,Wildfire
21324,565989,WY4415711051919880711,LAKE CREEK,1988,7,11,781082.8122,4454373484,Wildland Fire Use
21325,1417,WY4416310496420160706,BUCK DRAW,2016,7,6,20857.36742,11151639.53,Wildfire
21326,4921,WY4418610740819960825,NBROKENBAC,1996,8,25,37943.9806,38734513.81,Wildfire
21327,4176,WY4420611013720020810,PHLOX,2002,8,10,49944.12116,32896925.66,Wildland Fire Use
21328,565116,WY4470811082119880722,NORTH FORK,1988,7,22,996509.7974,4528187833,Wildfire
21329,1190,WY4471810597520070812,ODEGARD,2007,8,12,26101.17324,9538135.598,Wildfire
21330,1003,WY4472710734919911016,UNNAMED,1991,10,16,24795.2244,8042656.144,Wildfire
21331,5428,WY4499610614320120921,BORDER,2012,9,21,35132.32612,43882591.65,Wildfire
21332,1160,AK5955915812420170603,KENAKUCHUK CREEK,2017,6,3,36483.97863,18233033.62,Wildfire
21333,1104,AK6059615052120170616,EAST FORK,2017,6,16,23021.62026,18488790.57,Wildfire
21334,4455,WY4381910456720060712,CUMMINGS,2006,7,12,37986.36172,34639254.35,Wildfire
21335,3933,WY4382010531419960808,UNNAMED,1996,8,8,40425.69875,30585772.59,Unknown
21336,1892,WY4420810496920090804,WINDMILL DRAW,2009,8,4,23326.90112,14901605.28,Wildfire
21337,1597,WY4421810735719880814,DORN DRAW II,1988,8,14,18915.64827,12583463.55,Wildfire
21338,1454,WY4473710543920120930,WHITETAIL,2012,9,30,19527.76368,11659119.09,Wildfire
21339,103194,WY4474311097820160809,MAPLE,2016,8,9,225326.2364,413670511.9,Wildfire
21340,6118,WY4475010487219880814,NEW HAVEN,1988,8,14,64906.41255,49091896.08,Wildfire
21341,13526,WY4475910642319940822,BARREL SPR,1994,8,22,64416.05767,108530561.4,Wildfire
21342,6260,WY4476110548520060807,HORSE CREEK 2,2006,8,7,53383.69672,50246876.93,Wildfire
21343,7806,WY4477311032220020627,BROAD,2002,6,27,66525.34893,62684137.73,Wildfire
21344,1068,WY4478711005120060815,STINKY,2006,8,15,22214.95051,8580445.905,Wildfire
21345,5702,WY4479910480120000811,WOOD DRAW,2000,8,11,58855.3977,45829828.36,Wildfire
21346,2298,AK6191915808220170605,BELL CREEK,2017,6,5,64437.6991,41787835.1,Wildfire
21347,16851,AK6242515405720170605,PITKA FORK,2017,6,5,113175.4239,317582210.4,Wildfire
21348,15887,AK6246815764320170605,BALL CREEK,2017,6,5,197648.7809,299417127.6,Wildfire
21349,2501,AK6255516315320170607,ALLEN,2017,6,7,51693.71885,47434859.48,Wildfire
21350,17846,AK6257015857720170604,LITTLE YETNA RIVER,2017,6,4,183333.2274,338386329.6,Wildfire
21351,2963,WY4382611069920090902,BEARPAW BAY,2009,9,2,24053.0676,23047302.56,Wildfire
21352,4786,WY4383510733620120626,OTTER CREEK/UPPER BEE,2012,6,26,46100.47775,37242405.05,Wildfire
21353,3332,WY4422911088820000813,SPRUCE COMPLEX (UNLUCKY),2000,8,13,30136.25031,26265573.18,Wildfire
21354,8630,WY4423911101819940909,ROBINSON,1994,9,9,65402.00543,68051821.09,Wildfire
21355,2059,WY4424010537920090322,UNNAMED,2009,3,22,23416.7665,16236669.01,Wildfire
21356,2115,WY4481410932419960819,DANO,1996,8,19,33317.30863,17012642.18,Wildfire
21357,1695,WY4482010655919880706,OTO,1988,7,6,31561.42059,13637411.95,Wildfire
21358,2678,AK6311316234420170606,KOGOK RIVER,2017,6,6,45063.99843,52864631.21,Wildfire
21359,6136,AK6315616260120170607,KOGOK 3,2017,6,7,66788.0729,121142581.9,Wildfire
21360,13642,AK6317315684320170604,AMERICAN CREEK,2017,6,4,135684.3131,269535509.7,Wildfire
21361,2758,WY4383610509119880624,KEELINE RA,1988,6,24,36555.60394,21472065.42,Wildfire
21362,2113,WY4385410891419961005,BARBEQUE,1996,10,5,20337.80315,16448055.53,Prescribed Fire
21363,7173,WY4385910752019960825,BUFFALO #2,1996,8,25,65145.68855,55847832.49,Wildfire
21364,1621,WY4386710654919960803,DENNY DRAW,1996,8,3,21399.29575,12624897.82,Wildfire
21365,5272,WY4388011002420120702,BEAR CUB,2012,7,2,73566.51661,41067014.69,Wildfire
21366,4974,WY4388511010720110826,NOWLIN,2011,8,26,53903.01951,38765903.55,Wildfire
21367,1845,WY4426110450120160621,DOUGLAS,2016,6,21,34561.05489,14555932.24,Wildfire
21368,1742,WY4429410460920000818,A HAGERMAN,2000,8,18,39584.7387,13760219.43,Wildfire
21369,1351,WY4430911072620000815,SPRUCE COMPLEX (MOOSE),2000,8,15,13999.91107,10682427.25,Wildfire
21370,13108,WY4431210701519880814,LOST,1988,8,14,74314.5045,103625134.9,Wildfire
21371,5284,WY4431210986420030812,NORRIS,2003,8,12,58324.55088,41767328.23,Wildfire
21372,3630,WY4445611018120030802,EAST COMPLEX (GRIZZLY),2003,8,2,32501.67687,28834746.14,Wildfire
21373,2144,WY4445711028320110825,HEARTCOMPLEX,2011,8,25,30327.16653,17042665.57,Wildfire
21374,3054,WY4446111004720010729,ARTHUR,2001,7,29,31788.94301,24262173.86,Wildfire
21375,3149,AK6317316283720170616,ROMANOFF,2017,6,16,49980.54615,62320250,Wildfire
21376,12147,AK6322016206520170607,NONVALNUK,2017,6,7,96151.81184,240913076.9,Wildfire
21377,16983,AK6337716132420170607,TOIK HILL,2017,6,7,150823.6371,340859228.8,Wildfire
21378,3828,AK6371715332120170715,CHLECA LAKES,2017,7,15,84117.21624,78740841,Wildfire
21379,6772,AK6401314634520170424,DTAW OKLAHOMA IMPACT AREA RX,2017,4,24,158137.5684,141443054.1,Prescribed Fire
21380,3108,AK6426716014820170607,RIVER NORTH,2017,6,7,62333.04834,66409629.06,Wildfire
21381,53735,AK6437515411820170714,NOWITNA,2017,7,14,415455.1212,1158417884,Wildfire
21382,8217,AK6444414555320170608,SOUTH FORK SALCHA,2017,6,8,178342.8618,177784089.3,Wildfire
21383,5910,WY4388710883219990315,LOWER GRAS,1999,3,15,56889.5802,46057533.01,Prescribed Fire
21384,3161,WY4389211072120000815,MORAN,2000,8,15,44450.33422,24638041.08,Wildfire
21385,1814,WY4389410898120160809,TWIN LAKES,2016,8,9,24856.18761,14138959.26,Wildfire
21386,63183,WY4389710429420120629,OIL CREEK,2012,6,29,152853.2568,494446339.8,Wildfire
21387,21432,WY4389910558419991031,CLARKELEN,1999,10,31,142978.4187,167093631.5,Wildfire
21388,1479,WY4390510730919960825,LAKE BED,1996,8,25,19045.16349,11533871.25,Wildfire
21389,28324,WY4392511021120120824,NORTH BUFFALO,2012,8,24,182314.9478,221096332.7,Wildfire
21390,3122,WY4433011103020000816,SPRUCE COMPLEX (PLATEAU),2000,8,16,32332.97768,24693475.67,Wildfire
21391,1378,WY4433410679520141108,WEST RANGE FIRE,2014,11,8,16391.59788,10901926.43,Wildfire
21392,1753,WY4433510966920140723,SWEDE,2014,7,23,23818.80127,13871164.46,Wildfire
21393,1335,WY4447210897120120928,SAGE CREEK,2012,9,28,23371.14042,10604560.51,Wildfire
21394,2272,WY4448210539620160723,CEDAR DRAW 2,2016,7,23,31154.51593,18050199.47,Wildfire
21395,18093,WY4448711023820030811,EAST COMPLEX (EAST),2003,8,11,91823.10681,144001071,Wildfire
21396,14011,WY4449310480620060713,THORN DIVIDE COMPLEX,2006,7,13,118375.4676,111445936.6,Wildfire
21397,2800,AK6510214163820170622,TROUT CREEK,2017,6,22,73226.94732,63565865.66,Wildfire
21398,2496,AK6569314555120170627,LOPER CREEK,2017,6,27,64460.29358,59399927.84,Wildfire
21399,1166,AK6588714356920170706,PADDLE CREEK,2017,7,6,68645.31924,28164935.17,Wildfire
21400,48086,AK6596714285020170709,BEAR MOUNTAIN,2017,7,9,429759.5133,1166044407,Wildfire
21401,2947,WY4393611033220030817,MOSS RIDGE WFU,2003,8,17,29066.88847,23013604.51,Wildland Fire Use
